"age","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
42,0.0186076596818346,0.0294053342792103,0.0203547468114984,0,0.00942650971062943,0,0,0,0.0207650354950938,0,0.310154332901775,0.0588564294952387
43,0.147963961021898,0.0284153810467159,0.00774822180198789,0,0.0189334988576636,0,0,0,0.0189184634995995,0,0.283506909905154,0.106585335669331
44,0.122628414074718,0.0370843214139264,0.0162309562915378,0,0.0186092261441484,0,0,0,0.0536106000052963,0,0.338793271512134,0.0669073382352315
45,0.166638176750299,0.0269044204473428,0.0231155288019284,0,0.0167825107120698,0,0,0,0.062016779775128,0,0.211499959840227,0.0938849454566012
46,0.0835770550173543,0.0239697622018609,0.0237684772079214,0,0.0155421376561934,0,0,0,0.102588551680888,0,0.246825300247259,0.0573047236863716
47,0.066356069954564,0.0152919186014671,0.0256290498778993,0,0.00146835023504096,0,0,0,0.0459691399440589,0,0.284925794813516,0.0799611144941724
48,0.144168495592521,0,0,0,0,0,0,0,0,0,0.0350153844822627,0.11321683765935
49,0.0845358900149481,0,0,0,0,0,0,0,0,0,0.0702182326278551,0.112126404054585
50,0.125521869937748,0,0,0,0,0,0,0,0,0,0.100862478412356,0.103799171711272
51,0.0488126726329272,0,0,0,0,0,0,0,0,0,0.112314583346714,0.0973625934518372
52,0.0861995336886792,0,0,0,0,0,0,0,0,0,0.116501359094174,0.097934571134596
53,0.0741598438154781,0,0,0,0,0,0,0,0,0,0.089791524923739,0.157747997899251
54,0.076467550959974,0,0,0,0,0,0,0,0,0,0.0608318421808047,0.231263984361061
55,0.097523603435364,0,0,0,0,0,0,0,0,0,0.0861090993817665,0.0614640194646914
56,0.0807191007477844,0,0,0,0,0,0,0,0,0,0.0351043829029747,0.189060134160131
57,0.138041207320158,0,0,0,0,0,0,0,0,0,0.0623227969039203,0.0778122242832761
58,0.113663001135108,0,0,0,0,0,0,0,0,0,0.0797064076926884,0.0796713788267919
59,0.0868129587606866,0,0,0,0,0,0,0,0,0,0.102375687261499,0.125888636456081
