"m0","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","X12m","X13m","X14m","X15m","X16m","X17m","X18m","X19m","X20m","X21m","X22m","X23m","X24m","X25m","X26m","X27m","X28m","X29m","X30m","X31m","X32m","X33m","X34m","X35m","X36m","X37m","X38m","X39m","X40m","X41m","X42m","X43m","X44m","X45m","X46m","X47m","X48m","X49m","X50m","X51m","X52m","X53m","X54m","X55m","X56m","X57m","X58m","X59m"
0,0.0930133143826263,0.375121943848403,0.508518264819164,0.620293602382065,0.662343836028739,0.250951568038205,0.353103395168938,0.764411893776175,0.73561737309771,0.170616313176604,0.447794114241942,0.395155403392996,0.277967294120531,0.533659622791278,0.154193625248561,0.460812653851022,0.302438250266239,0.441651939290902,0.490091945135131,1.09580786572825,0.697214092693968,0.478368286723947,0.656629440873331,0.761006198117899,1.00114943027281,0.655237968608685,0.180887260567979,0.847340747344327,0.547253737209979,0.350542205121321,0.74026614157104,0.425448926109064,0.418356174621516,0.591306793303095,0.378442474861087,0.375102948584458,0.47517609660567,0.597827752577937,0.10654006886648,0.65649893888631,0.547868406189895,0.372685814650459,0.253504515668647,0.417295091937382,0.502558225256219,0.612487777989425,0.73948682889013,0.62077235993899,0.343581933390961,0.234611639728066,0.316287167823365,0.61707405499415,0.57033159647034,0.699343522341829,0.619396735620868,0.529117798124162,0.541083424321381,0.856419570363719,0.576955479215505
0,0.486211449065041,0.17874869870258,0.316934538985583,0.467238195685682,0.293725208050178,0.234623265353989,0.46642200429068,0.345123375736704,0.493140512639372,0.298277153323412,0.702404465823355,0.173911049046583,0.496899936653955,0.458319905264819,0.4518479592221,0.524002679028484,0.678744333523011,0.770615176146133,0.735168225462164,0.517214592476616,0.955287055802575,0.406217342705236,0.16786852670397,0.452716785494916,0.701343699652588,0.454001391548452,0.547167623628789,0.668604318763029,0.370652007608232,0.505197981652818,0.531650661683395,0.541081108350159,0.308644454227616,0.863908996221103,0.572004778488557,0.406125584971037,0.59157499240015,0.807357946695809,0.461060544565229,0.511495933602932,0.59700864346897,0.98474484144639,0.574112933040274,0.0146909263827044,0.493951231886705,0.825686869875834,0.310696224174315,0.174627205006105,0.553210594711333,0.531980437835436,0.260158047178026,0.475811154113527,0.317282207585169,0.435772637869103,0.607233549586902,0.842315524189478,0.101773216439166,0.595457710714783,0.640870622995427
0,0.285391167623485,0.26078694611376,0.32508937353696,0.204665622386235,0.433237487693816,0.361055894533328,0.380646266050014,0.0388769747310787,0.77361458663445,0.355791565627643,0.739504516653431,0.340062988025305,0.373542691534325,0.280038399247584,0.611626867191693,0.321116582791915,0.529982011089018,0.656838433275313,0.276739302371902,0.595995620085283,0.622850191728932,0.427163711322052,0.408518806857309,0.948905112971832,0.393539797307973,0.596070286985833,0.451503663038136,0.414020608025397,0.521257181146713,0.321735532295357,0.594686124568346,0.395514362866333,0.303838845197178,0.814663463474859,0.611587063066384,0.538857700805819,0.469267605204067,0.477921498179123,0.730140218100005,0.765909491143939,0.712853523101176,0.32248090622105,0.641083537203183,0.893095101322003,0.585275161974757,0.178147883299094,0.45837127695594,0.360218455184131,0.248067489575072,0.592086483250406,0.486625103499632,0.696105720690938,0.440546254180971,0.417133072682799,0.810385493597352,0.332956679077903,0.191002811181961,0.61210203711309,0.16368076954294
0,0.202432184094981,0.277145685237941,0.557072406120538,0.388607067226941,0.55235627184499,0.431746397623324,1.00283275261058,0.730868773602343,0.303928123799084,0.584768223325851,0.730361180321691,0.69153785264702,0.405136377104093,0.358460485805772,0.47310929945988,0.255761042385349,0.531121883285294,0.311720969031196,0.861315997176688,0.901918789736728,0.28071225850255,0.287635113442501,0.427604144784498,0.539531159424443,0.440973498534084,0.223070333780582,0.485846607657003,0.488696715111522,0.546423397298442,0.539672143085819,0.962079836673183,0.385427123281806,0.620413735350352,0.638748234131761,0.626717038132936,0.125235767655876,0.125365170058369,0.356460548610482,0.379599976383926,0.501153620586133,0.871026072952196,0.589514463484734,0.751458824474785,0.165312613300585,0.756400193311582,0.457702200410658,0.710994076614874,0.755173058115943,0.569665693506327,0.585951387589834,0.557833228606879,0.614779729290629,0.735761510943713,0.413870545496697,0.691137812615622,0.280559328716217,0.443804707356794,0.354363170624839,0.975109453880282
0,0.454914725922595,0.458827376884915,0.27423413683468,0.4388654520444,0.589713893709293,0.231511652328367,0.577817880531577,0.135528554399615,0.241535921427831,0.310438823755575,0.25779670064006,0.418629325512195,0.694781305654994,0.544891973870188,0.732697357753807,0.421443735421752,0.457927247355732,0.539703160884828,0.817013937090486,0.785080315471193,0.800784285310847,0.710979378731685,0.756706404256937,0.434755506659181,0.787803863493578,0.695741118115762,0.709517255843626,0.516575494542188,0.827033562761593,0.353475649402785,0.773302706073325,0.528860793336866,0.52771721440758,0.73456887008922,0.8119144181108,0.685069934352,0.668609745209036,0.81858553062779,0.700432580049902,0.514801536696677,0.644669661088373,0.52216231957684,0.33710816383785,1.07825373151483,0.721141221323652,0.953568786595576,0.521210817357059,0.49816057607879,0.414459258912541,0.371069667046832,0.714806379152942,0.634357536534696,0.910567627697667,0.901447273481955,0.909382604906279,0.141746303546399,0.703425567884807,0.464188398954075,0.849629184217195
0,0.0528619292915196,0.389083256453235,0.286655549210154,0.346500019808742,0.0678571676021026,0.43886881388928,0.228724858843115,0.641702779271964,0.551792471724835,0.182240768872262,0.913118075022814,0.452670124234249,0.156647784669985,0.200645298410728,0.840993683324003,0.391525352340114,0.647740562711608,0.358358606770188,0.565651772270129,0.742601416969035,0.336542980835655,0.622754637553937,0.396227886659451,0.419708031720937,0.706939518912199,0.699699071940884,0.764499704899314,0.276807828345061,0.62828126792026,0.57445649550866,0.692132773955516,0.472289201661003,0.454093758644808,0.340201781897708,0.487695411684711,0.260796106618265,0.373209999210944,0.732997246750229,0.463155885036041,0.501153458107957,0.338565381755962,0.626595472153476,0.253708844837805,0.270096646997785,0.259553354768077,0.719043948300775,0.487241974835497,0.790343565066822,0.436389749474455,0.555790948421964,0.411669585902293,0.496625706768902,0.623848117644989,0.582809737663026,0.493370300797598,0.62763921941328,0.574554650260318,0.448167975411706,0.521921588960177
0,0.438702507871309,0.13752130203152,0.518764291913807,0.673837848035178,0.503502080628037,0.205959800300406,0.334163632687011,0.561730891432028,0.39723930399682,0.765579034097613,0.316619561632085,0.9106989859895,0.794556288768962,0.562639217226339,0.631290669871322,0.804367892890821,0.618754033307872,0.705782832229338,1.14704984016021,0.539197390039539,0.421038473920366,0.855330976696538,0.878101561830304,0.326459121858629,0.57826928918049,1.06322588612002,0.563240083426677,0.330862183461572,0.650101844368303,0.614639819334184,0.727575449257918,0.759450412002311,0.798906110942208,0.657306501044153,0.56544535948388,0.773700037642717,0.718658022592708,0.715665136607157,0.396757445870071,0.833781231651446,0.359706336024745,0.727733900094292,0.468115424763102,0.505207642988566,0.596680942782753,0.600287646671109,0.330331981070383,0.524302044702294,0.726280715301302,0.858348915438485,1.21464033569908,0.276198184131359,0.404175031440281,0.90714980510963,0.603752196078477,0.810563618283875,0.691659143580192,0.742426268670037,0.875039959359298
0,0.409419100778205,0.484506113704656,0.195853538721388,0.774585570858806,0.514573905509578,0.509002215009622,0.821054013034238,0.405581751318328,0.70650554682063,0.935343380760779,0.676714363586217,0.69605660208804,0.284717873170034,0.415608577460481,0.165973830522233,0.741092210051668,0.556148096884383,1.03166951883505,0.392031749320633,0.263018373764382,0.089522590067179,0.773637088644405,0.355854980570257,0.66820213313398,0.559336078300653,0.368277974308878,0.592830868542342,0.560039271111152,0.470936200998723,0.251133447187627,1.12324846356146,0.400935916735382,0.212953754113959,0.150879059372932,0.279536687636928,0.0202342702504744,0.756543435647709,0.841158091419997,0.489878103927463,0.405571028382353,0.659143187685921,0.85521144560423,0.469240663995196,0.540902806963451,0.727813465991971,0.181245552143211,0.351906592995576,0.937474898592113,0.548431654668729,0.530323354558399,0.417189143699755,0.561523220843081,0.569700373625126,0.513318815242428,0.422325937696265,0.318498064789317,0.841129114785737,0.953268548255969,0.514221345154637
0,0.578437260286475,0.209939314534768,0.329340377965823,0.204967109208278,0.234930357380324,0.448430082594648,0.402512674464348,0.542674879407506,0.855198417330915,0.948106347295489,0.72450510696103,0.48554139267231,0.924907301434315,1.12684927043821,0.69463573844823,0.898994604460823,0.936408290940585,0.674441206001584,0.74742123699306,0.554775597713062,0.470084879408624,0.714069841110835,0.576725233015727,0.221564681897598,0.724719090892171,0.767956131428097,0.801317508069506,0.651345944369453,0.570324858233406,1.26120465639411,0.264806199641659,0.217575060443815,0.34956394483927,1.16798055766681,1.09014275975689,0.966799871542875,0.478436717370463,0.490096055404633,0.471010830129773,0.97856537031313,1.03203250990091,0.555592797067011,0.153461401689852,0.714333885536137,1.00752598114061,0.41232411745929,0.427034343187552,0.476697738696663,0.616880002616626,1.00283001257179,0.440284797655657,1.1104957395179,0.527106354478652,0.544773812471628,1.16177931141498,0.293614048445429,0.326880794724363,0.754922067340976,0.544621634477768
0,0.447775406614739,0.46708673874162,0.323515079956838,0.484848737434596,0.838094740933986,0.630042967651455,0.810912347575768,0.236674489909423,0.465589716177322,0.359498409416425,0.730581700730327,1.04826797329567,0.808245933901864,0.877942860053242,1.32691240043247,1.41406493501957,0.278959007768348,0.432181088575946,0.383310592315472,0.395539667140979,1.10091562757832,0.756455406623521,0.790945275269466,1.22556539463593,0.959143737726147,0.956947870108785,0.169444487608876,0.806867711416548,1.21867512599166,0.364686896159549,1.00938677708107,0.633294141150983,0.970431932775705,0.90213447464878,1.05139397839934,1.27451218032989,0.221752751963269,0.830494194474822,0.572650755582222,0.730973916604848,1.21409433760478,0.864257816126291,0.492612913096803,0.957733240939698,0.376841529622342,0.890232702280781,0.230463159961931,0.804257758898178,1.19656329841036,0.581172170867229,0.864064128117773,0.538327477156704,0.994720998892595,0.996820758995873,0.633623019589801,0.934346497231441,0.634913255050025,1.03580720688594,0.609234955723512
